"lid","reporter","indicator","unit"
16599,"Bulgaria","(a) Imports","EUR m"
68568,"Croatia","(a) Imports","EUR m"
17521,"Czechia","(a) Imports","EUR m"
18030,"Estonia","(a) Imports","EUR m"
19435,"Hungary","(a) Imports","EUR m"
70081,"Kazakhstan","(a) Imports","EUR m"
74523,"Kosovo","(a) Imports","EUR m"
27700,"Latvia","(a) Imports","EUR m"
25598,"Lithuania","(a) Imports","EUR m"
121509,"Moldova","(a) Imports","EUR m"
70240,"Montenegro","(a) Imports","EUR m"
143492,"North Macedonia","(a) Imports","EUR m"
23496,"Poland","(a) Imports","EUR m"
24432,"Romania","(a) Imports","EUR m"
64678,"Russia","(a) Imports","EUR m"
65802,"Serbia","(a) Imports","EUR m"
27219,"Slovakia","(a) Imports","EUR m"
21508,"Slovenia","(a) Imports","EUR m"
84074,"Turkey","(a) Imports","EUR m"
67069,"Ukraine","(a) Imports","EUR m"
92870,"Belarus","(a) Imports","USD m"
70022,"Kazakhstan","(a) Imports","USD m"
121487,"Moldova","(a) Imports","USD m"
25048,"Russia","(a) Imports","USD m"
26244,"Ukraine","(a) Imports","USD m"
22604,"Bosnia and Herzegovina","(a) Imports","NCU m (incl. 'euro fixed' series)"
16376,"Bulgaria","(a) Imports","NCU m (incl. 'euro fixed' series)"
20593,"Croatia","(a) Imports","NCU m (incl. 'euro fixed' series)"
17297,"Czechia","(a) Imports","NCU m (incl. 'euro fixed' series)"
19208,"Hungary","(a) Imports","NCU m (incl. 'euro fixed' series)"
74383,"Kosovo","(a) Imports","NCU m (incl. 'euro fixed' series)"
18529,"Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
23283,"Poland","(a) Imports","NCU m (incl. 'euro fixed' series)"
55405,"Serbia","(a) Imports","NCU m (incl. 'euro fixed' series)"
26984,"Slovakia","(a) Imports","NCU m (incl. 'euro fixed' series)"
68394,"Bosnia and Herzegovina","(a) Imports","EUR m"
16600,"Bulgaria","(a) Imports","EUR m"
68569,"Croatia","(a) Imports","EUR m"
17522,"Czechia","(a) Imports","EUR m"
18031,"Estonia","(a) Imports","EUR m"
19436,"Hungary","(a) Imports","EUR m"
70842,"Kazakhstan","(a) Imports","EUR m"
74524,"Kosovo","(a) Imports","EUR m"
27701,"Latvia","(a) Imports","EUR m"
25599,"Lithuania","(a) Imports","EUR m"
121510,"Moldova","(a) Imports","EUR m"
70241,"Montenegro","(a) Imports","EUR m"
143493,"North Macedonia","(a) Imports","EUR m"
23497,"Poland","(a) Imports","EUR m"
24433,"Romania","(a) Imports","EUR m"
65803,"Serbia","(a) Imports","EUR m"
27220,"Slovakia","(a) Imports","EUR m"
21509,"Slovenia","(a) Imports","EUR m"
84075,"Turkey","(a) Imports","EUR m"
70844,"Ukraine","(a) Imports","EUR m"
70838,"Kazakhstan","(a) Imports","USD m"
121488,"Moldova","(a) Imports","USD m"
70839,"Ukraine","(a) Imports","USD m"
70826,"Bosnia and Herzegovina","(a) Imports","NCU m (incl. 'euro fixed' series)"
59221,"Hungary","(a) Imports","NCU m (incl. 'euro fixed' series)"
23284,"Poland","(a) Imports","NCU m (incl. 'euro fixed' series)"
59223,"Slovakia","(a) Imports","NCU m (incl. 'euro fixed' series)"
92890,"Belarus","(a) Imports","EUR m"
70827,"Bosnia and Herzegovina","(a) Imports","EUR m"
16601,"Bulgaria","(a) Imports","EUR m"
92954,"Croatia","(a) Imports","EUR m"
17523,"Czechia","(a) Imports","EUR m"
18032,"Estonia","(a) Imports","EUR m"
19437,"Hungary","(a) Imports","EUR m"
70831,"Kazakhstan","(a) Imports","EUR m"
27702,"Latvia","(a) Imports","EUR m"
25600,"Lithuania","(a) Imports","EUR m"
23498,"Poland","(a) Imports","EUR m"
24434,"Romania","(a) Imports","EUR m"
70823,"Russia","(a) Imports","EUR m"
27221,"Slovakia","(a) Imports","EUR m"
21510,"Slovenia","(a) Imports","EUR m"
84076,"Turkey","(a) Imports","EUR m"
70835,"Ukraine","(a) Imports","EUR m"
92871,"Belarus","(a) Imports","USD m"
70830,"Kazakhstan","(a) Imports","USD m"
70822,"Russia","(a) Imports","USD m"
70834,"Ukraine","(a) Imports","USD m"
15689,"Albania","(a) Imports","NCU m (incl. 'euro fixed' series)"
22574,"Bosnia and Herzegovina","(a) Imports","NCU m (incl. 'euro fixed' series)"
16338,"Bulgaria","(a) Imports","NCU m (incl. 'euro fixed' series)"
20563,"Croatia","(a) Imports","NCU m (incl. 'euro fixed' series)"
17267,"Czechia","(a) Imports","NCU m (incl. 'euro fixed' series)"
19178,"Hungary","(a) Imports","NCU m (incl. 'euro fixed' series)"
74401,"Kosovo","(a) Imports","NCU m (incl. 'euro fixed' series)"
18499,"Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
23253,"Poland","(a) Imports","NCU m (incl. 'euro fixed' series)"
19897,"Serbia","(a) Imports","NCU m (incl. 'euro fixed' series)"
28216,"Serbia and Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
26954,"Slovakia","(a) Imports","NCU m (incl. 'euro fixed' series)"
21265,"Slovenia","(a) Imports","NCU m (incl. 'euro fixed' series)"
64718,"Albania","(a) Imports","EUR m"
92940,"Belarus","(a) Imports","EUR m"
68343,"Bosnia and Herzegovina","(a) Imports","EUR m"
16570,"Bulgaria","(a) Imports","EUR m"
68517,"Croatia","(a) Imports","EUR m"
17492,"Czechia","(a) Imports","EUR m"
18001,"Estonia","(a) Imports","EUR m"
19406,"Hungary","(a) Imports","EUR m"
73461,"Kazakhstan","(a) Imports","EUR m"
74542,"Kosovo","(a) Imports","EUR m"
27671,"Latvia","(a) Imports","EUR m"
25569,"Lithuania","(a) Imports","EUR m"
92558,"Moldova","(a) Imports","EUR m"
66658,"Montenegro","(a) Imports","EUR m"
66889,"North Macedonia","(a) Imports","EUR m"
23467,"Poland","(a) Imports","EUR m"
24403,"Romania","(a) Imports","EUR m"
64690,"Russia","(a) Imports","EUR m"
65752,"Serbia","(a) Imports","EUR m"
69145,"Serbia and Montenegro","(a) Imports","EUR m"
27190,"Slovakia","(a) Imports","EUR m"
21479,"Slovenia","(a) Imports","EUR m"
85730,"Turkey","(a) Imports","EUR m"
67023,"Ukraine","(a) Imports","EUR m"
92920,"Belarus","(a) Imports","USD m"
73441,"Kazakhstan","(a) Imports","USD m"
92538,"Moldova","(a) Imports","USD m"
25021,"Russia","(a) Imports","USD m"
26217,"Ukraine","(a) Imports","USD m"
15690,"Albania","(a) Imports","NCU m (incl. 'euro fixed' series)"
22575,"Bosnia and Herzegovina","(a) Imports","NCU m (incl. 'euro fixed' series)"
16339,"Bulgaria","(a) Imports","NCU m (incl. 'euro fixed' series)"
20564,"Croatia","(a) Imports","NCU m (incl. 'euro fixed' series)"
17268,"Czechia","(a) Imports","NCU m (incl. 'euro fixed' series)"
19179,"Hungary","(a) Imports","NCU m (incl. 'euro fixed' series)"
74392,"Kosovo","(a) Imports","NCU m (incl. 'euro fixed' series)"
18500,"Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
23254,"Poland","(a) Imports","NCU m (incl. 'euro fixed' series)"
19898,"Serbia","(a) Imports","NCU m (incl. 'euro fixed' series)"
28217,"Serbia and Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
26955,"Slovakia","(a) Imports","NCU m (incl. 'euro fixed' series)"
21266,"Slovenia","(a) Imports","NCU m (incl. 'euro fixed' series)"
64709,"Albania","(a) Imports","EUR m"
92941,"Belarus","(a) Imports","EUR m"
68344,"Bosnia and Herzegovina","(a) Imports","EUR m"
16571,"Bulgaria","(a) Imports","EUR m"
68518,"Croatia","(a) Imports","EUR m"
17493,"Czechia","(a) Imports","EUR m"
18002,"Estonia","(a) Imports","EUR m"
19407,"Hungary","(a) Imports","EUR m"
73462,"Kazakhstan","(a) Imports","EUR m"
74533,"Kosovo","(a) Imports","EUR m"
27672,"Latvia","(a) Imports","EUR m"
25570,"Lithuania","(a) Imports","EUR m"
92559,"Moldova","(a) Imports","EUR m"
66659,"Montenegro","(a) Imports","EUR m"
66890,"North Macedonia","(a) Imports","EUR m"
23468,"Poland","(a) Imports","EUR m"
24404,"Romania","(a) Imports","EUR m"
64691,"Russia","(a) Imports","EUR m"
65753,"Serbia","(a) Imports","EUR m"
69146,"Serbia and Montenegro","(a) Imports","EUR m"
27191,"Slovakia","(a) Imports","EUR m"
21480,"Slovenia","(a) Imports","EUR m"
85731,"Turkey","(a) Imports","EUR m"
92921,"Belarus","(a) Imports","USD m"
73442,"Kazakhstan","(a) Imports","USD m"
92539,"Moldova","(a) Imports","USD m"
25022,"Russia","(a) Imports","USD m"
15691,"Albania","(a) Imports","NCU m (incl. 'euro fixed' series)"
22576,"Bosnia and Herzegovina","(a) Imports","NCU m (incl. 'euro fixed' series)"
16340,"Bulgaria","(a) Imports","NCU m (incl. 'euro fixed' series)"
20565,"Croatia","(a) Imports","NCU m (incl. 'euro fixed' series)"
17269,"Czechia","(a) Imports","NCU m (incl. 'euro fixed' series)"
19180,"Hungary","(a) Imports","NCU m (incl. 'euro fixed' series)"
74393,"Kosovo","(a) Imports","NCU m (incl. 'euro fixed' series)"
18501,"Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
23255,"Poland","(a) Imports","NCU m (incl. 'euro fixed' series)"
19899,"Serbia","(a) Imports","NCU m (incl. 'euro fixed' series)"
28218,"Serbia and Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
26956,"Slovakia","(a) Imports","NCU m (incl. 'euro fixed' series)"
21267,"Slovenia","(a) Imports","NCU m (incl. 'euro fixed' series)"
64710,"Albania","(a) Imports","EUR m"
92942,"Belarus","(a) Imports","EUR m"
68345,"Bosnia and Herzegovina","(a) Imports","EUR m"
16572,"Bulgaria","(a) Imports","EUR m"
68519,"Croatia","(a) Imports","EUR m"
17494,"Czechia","(a) Imports","EUR m"
18003,"Estonia","(a) Imports","EUR m"
19408,"Hungary","(a) Imports","EUR m"
73463,"Kazakhstan","(a) Imports","EUR m"
74534,"Kosovo","(a) Imports","EUR m"
27673,"Latvia","(a) Imports","EUR m"
25571,"Lithuania","(a) Imports","EUR m"
92560,"Moldova","(a) Imports","EUR m"
66660,"Montenegro","(a) Imports","EUR m"
66891,"North Macedonia","(a) Imports","EUR m"
23469,"Poland","(a) Imports","EUR m"
24405,"Romania","(a) Imports","EUR m"
64692,"Russia","(a) Imports","EUR m"
65754,"Serbia","(a) Imports","EUR m"
69147,"Serbia and Montenegro","(a) Imports","EUR m"
27192,"Slovakia","(a) Imports","EUR m"
21481,"Slovenia","(a) Imports","EUR m"
85732,"Turkey","(a) Imports","EUR m"
67024,"Ukraine","(a) Imports","EUR m"
92922,"Belarus","(a) Imports","USD m"
73443,"Kazakhstan","(a) Imports","USD m"
92540,"Moldova","(a) Imports","USD m"
25023,"Russia","(a) Imports","USD m"
26218,"Ukraine","(a) Imports","USD m"
15692,"Albania","(a) Imports","NCU m (incl. 'euro fixed' series)"
22577,"Bosnia and Herzegovina","(a) Imports","NCU m (incl. 'euro fixed' series)"
16341,"Bulgaria","(a) Imports","NCU m (incl. 'euro fixed' series)"
20566,"Croatia","(a) Imports","NCU m (incl. 'euro fixed' series)"
17270,"Czechia","(a) Imports","NCU m (incl. 'euro fixed' series)"
19181,"Hungary","(a) Imports","NCU m (incl. 'euro fixed' series)"
74394,"Kosovo","(a) Imports","NCU m (incl. 'euro fixed' series)"
18502,"Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
23256,"Poland","(a) Imports","NCU m (incl. 'euro fixed' series)"
19900,"Serbia","(a) Imports","NCU m (incl. 'euro fixed' series)"
28219,"Serbia and Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
26957,"Slovakia","(a) Imports","NCU m (incl. 'euro fixed' series)"
21268,"Slovenia","(a) Imports","NCU m (incl. 'euro fixed' series)"
64711,"Albania","(a) Imports","EUR m"
92943,"Belarus","(a) Imports","EUR m"
68346,"Bosnia and Herzegovina","(a) Imports","EUR m"
16573,"Bulgaria","(a) Imports","EUR m"
68520,"Croatia","(a) Imports","EUR m"
17495,"Czechia","(a) Imports","EUR m"
18004,"Estonia","(a) Imports","EUR m"
19409,"Hungary","(a) Imports","EUR m"
73464,"Kazakhstan","(a) Imports","EUR m"
74535,"Kosovo","(a) Imports","EUR m"
27674,"Latvia","(a) Imports","EUR m"
25572,"Lithuania","(a) Imports","EUR m"
92561,"Moldova","(a) Imports","EUR m"
66661,"Montenegro","(a) Imports","EUR m"
66892,"North Macedonia","(a) Imports","EUR m"
23470,"Poland","(a) Imports","EUR m"
24406,"Romania","(a) Imports","EUR m"
64693,"Russia","(a) Imports","EUR m"
65755,"Serbia","(a) Imports","EUR m"
69148,"Serbia and Montenegro","(a) Imports","EUR m"
27193,"Slovakia","(a) Imports","EUR m"
21482,"Slovenia","(a) Imports","EUR m"
85733,"Turkey","(a) Imports","EUR m"
67025,"Ukraine","(a) Imports","EUR m"
92923,"Belarus","(a) Imports","USD m"
73444,"Kazakhstan","(a) Imports","USD m"
92541,"Moldova","(a) Imports","USD m"
25024,"Russia","(a) Imports","USD m"
26219,"Ukraine","(a) Imports","USD m"
15693,"Albania","(a) Imports","NCU m (incl. 'euro fixed' series)"
22578,"Bosnia and Herzegovina","(a) Imports","NCU m (incl. 'euro fixed' series)"
16342,"Bulgaria","(a) Imports","NCU m (incl. 'euro fixed' series)"
20567,"Croatia","(a) Imports","NCU m (incl. 'euro fixed' series)"
17271,"Czechia","(a) Imports","NCU m (incl. 'euro fixed' series)"
19182,"Hungary","(a) Imports","NCU m (incl. 'euro fixed' series)"
74395,"Kosovo","(a) Imports","NCU m (incl. 'euro fixed' series)"
18503,"Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
23257,"Poland","(a) Imports","NCU m (incl. 'euro fixed' series)"
19901,"Serbia","(a) Imports","NCU m (incl. 'euro fixed' series)"
28220,"Serbia and Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
26958,"Slovakia","(a) Imports","NCU m (incl. 'euro fixed' series)"
21269,"Slovenia","(a) Imports","NCU m (incl. 'euro fixed' series)"
64712,"Albania","(a) Imports","EUR m"
92944,"Belarus","(a) Imports","EUR m"
68347,"Bosnia and Herzegovina","(a) Imports","EUR m"
16574,"Bulgaria","(a) Imports","EUR m"
68521,"Croatia","(a) Imports","EUR m"
17496,"Czechia","(a) Imports","EUR m"
18005,"Estonia","(a) Imports","EUR m"
19410,"Hungary","(a) Imports","EUR m"
73465,"Kazakhstan","(a) Imports","EUR m"
74536,"Kosovo","(a) Imports","EUR m"
27675,"Latvia","(a) Imports","EUR m"
25573,"Lithuania","(a) Imports","EUR m"
92562,"Moldova","(a) Imports","EUR m"
66662,"Montenegro","(a) Imports","EUR m"
66893,"North Macedonia","(a) Imports","EUR m"
23471,"Poland","(a) Imports","EUR m"
24407,"Romania","(a) Imports","EUR m"
64694,"Russia","(a) Imports","EUR m"
65756,"Serbia","(a) Imports","EUR m"
69149,"Serbia and Montenegro","(a) Imports","EUR m"
27194,"Slovakia","(a) Imports","EUR m"
21483,"Slovenia","(a) Imports","EUR m"
85734,"Turkey","(a) Imports","EUR m"
67026,"Ukraine","(a) Imports","EUR m"
92924,"Belarus","(a) Imports","USD m"
73445,"Kazakhstan","(a) Imports","USD m"
92542,"Moldova","(a) Imports","USD m"
25025,"Russia","(a) Imports","USD m"
26220,"Ukraine","(a) Imports","USD m"
15694,"Albania","(a) Imports","NCU m (incl. 'euro fixed' series)"
22579,"Bosnia and Herzegovina","(a) Imports","NCU m (incl. 'euro fixed' series)"
16343,"Bulgaria","(a) Imports","NCU m (incl. 'euro fixed' series)"
20568,"Croatia","(a) Imports","NCU m (incl. 'euro fixed' series)"
17272,"Czechia","(a) Imports","NCU m (incl. 'euro fixed' series)"
19183,"Hungary","(a) Imports","NCU m (incl. 'euro fixed' series)"
74396,"Kosovo","(a) Imports","NCU m (incl. 'euro fixed' series)"
18504,"Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
23258,"Poland","(a) Imports","NCU m (incl. 'euro fixed' series)"
19902,"Serbia","(a) Imports","NCU m (incl. 'euro fixed' series)"
28221,"Serbia and Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
26959,"Slovakia","(a) Imports","NCU m (incl. 'euro fixed' series)"
21270,"Slovenia","(a) Imports","NCU m (incl. 'euro fixed' series)"
64713,"Albania","(a) Imports","EUR m"
92945,"Belarus","(a) Imports","EUR m"
68348,"Bosnia and Herzegovina","(a) Imports","EUR m"
16575,"Bulgaria","(a) Imports","EUR m"
68522,"Croatia","(a) Imports","EUR m"
17497,"Czechia","(a) Imports","EUR m"
18006,"Estonia","(a) Imports","EUR m"
19411,"Hungary","(a) Imports","EUR m"
73466,"Kazakhstan","(a) Imports","EUR m"
74537,"Kosovo","(a) Imports","EUR m"
27676,"Latvia","(a) Imports","EUR m"
25574,"Lithuania","(a) Imports","EUR m"
92563,"Moldova","(a) Imports","EUR m"
66663,"Montenegro","(a) Imports","EUR m"
66894,"North Macedonia","(a) Imports","EUR m"
23472,"Poland","(a) Imports","EUR m"
24408,"Romania","(a) Imports","EUR m"
64695,"Russia","(a) Imports","EUR m"
65757,"Serbia","(a) Imports","EUR m"
69150,"Serbia and Montenegro","(a) Imports","EUR m"
27195,"Slovakia","(a) Imports","EUR m"
21484,"Slovenia","(a) Imports","EUR m"
85735,"Turkey","(a) Imports","EUR m"
67027,"Ukraine","(a) Imports","EUR m"
92925,"Belarus","(a) Imports","USD m"
73446,"Kazakhstan","(a) Imports","USD m"
92543,"Moldova","(a) Imports","USD m"
25026,"Russia","(a) Imports","USD m"
26221,"Ukraine","(a) Imports","USD m"
15695,"Albania","(a) Imports","NCU m (incl. 'euro fixed' series)"
22580,"Bosnia and Herzegovina","(a) Imports","NCU m (incl. 'euro fixed' series)"
16344,"Bulgaria","(a) Imports","NCU m (incl. 'euro fixed' series)"
20569,"Croatia","(a) Imports","NCU m (incl. 'euro fixed' series)"
17273,"Czechia","(a) Imports","NCU m (incl. 'euro fixed' series)"
19184,"Hungary","(a) Imports","NCU m (incl. 'euro fixed' series)"
74397,"Kosovo","(a) Imports","NCU m (incl. 'euro fixed' series)"
18505,"Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
23259,"Poland","(a) Imports","NCU m (incl. 'euro fixed' series)"
19903,"Serbia","(a) Imports","NCU m (incl. 'euro fixed' series)"
28222,"Serbia and Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
26960,"Slovakia","(a) Imports","NCU m (incl. 'euro fixed' series)"
21271,"Slovenia","(a) Imports","NCU m (incl. 'euro fixed' series)"
64714,"Albania","(a) Imports","EUR m"
92946,"Belarus","(a) Imports","EUR m"
68349,"Bosnia and Herzegovina","(a) Imports","EUR m"
16576,"Bulgaria","(a) Imports","EUR m"
68523,"Croatia","(a) Imports","EUR m"
17498,"Czechia","(a) Imports","EUR m"
18007,"Estonia","(a) Imports","EUR m"
19412,"Hungary","(a) Imports","EUR m"
73467,"Kazakhstan","(a) Imports","EUR m"
74538,"Kosovo","(a) Imports","EUR m"
27677,"Latvia","(a) Imports","EUR m"
25575,"Lithuania","(a) Imports","EUR m"
92564,"Moldova","(a) Imports","EUR m"
66664,"Montenegro","(a) Imports","EUR m"
66895,"North Macedonia","(a) Imports","EUR m"
23473,"Poland","(a) Imports","EUR m"
24409,"Romania","(a) Imports","EUR m"
64696,"Russia","(a) Imports","EUR m"
65758,"Serbia","(a) Imports","EUR m"
69151,"Serbia and Montenegro","(a) Imports","EUR m"
27196,"Slovakia","(a) Imports","EUR m"
21485,"Slovenia","(a) Imports","EUR m"
85736,"Turkey","(a) Imports","EUR m"
67028,"Ukraine","(a) Imports","EUR m"
92926,"Belarus","(a) Imports","USD m"
73447,"Kazakhstan","(a) Imports","USD m"
92544,"Moldova","(a) Imports","USD m"
25027,"Russia","(a) Imports","USD m"
26222,"Ukraine","(a) Imports","USD m"
15696,"Albania","(a) Imports","NCU m (incl. 'euro fixed' series)"
22581,"Bosnia and Herzegovina","(a) Imports","NCU m (incl. 'euro fixed' series)"
16345,"Bulgaria","(a) Imports","NCU m (incl. 'euro fixed' series)"
20570,"Croatia","(a) Imports","NCU m (incl. 'euro fixed' series)"
17274,"Czechia","(a) Imports","NCU m (incl. 'euro fixed' series)"
19185,"Hungary","(a) Imports","NCU m (incl. 'euro fixed' series)"
74398,"Kosovo","(a) Imports","NCU m (incl. 'euro fixed' series)"
18506,"Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
23260,"Poland","(a) Imports","NCU m (incl. 'euro fixed' series)"
19904,"Serbia","(a) Imports","NCU m (incl. 'euro fixed' series)"
28223,"Serbia and Montenegro","(a) Imports","NCU m (incl. 'euro fixed' series)"
26961,"Slovakia","(a) Imports","NCU m (incl. 'euro fixed' series)"
21272,"Slovenia","(a) Imports","NCU m (incl. 'euro fixed' series)"
64715,"Albania","(a) Imports","EUR m"
92947,"Belarus","(a) Imports","EUR m"
68350,"Bosnia and Herzegovina","(a) Imports","EUR m"
16577,"Bulgaria","(a) Imports","EUR m"
68524,"Croatia","(a) Imports","EUR m"
17499,"Czechia","(a) Imports","EUR m"
18008,"Estonia","(a) Imports","EUR m"
19413,"Hungary","(a) Imports","EUR m"
73468,"Kazakhstan","(a) Imports","EUR m"
74539,"Kosovo","(a) Imports","EUR m"
27678,"Latvia","(a) Imports","EUR m"
25576,"Lithuania","(a) Imports","EUR m"
92565,"Moldova","(a) Imports","EUR m"
66665,"Montenegro","(a) Imports","EUR m"
66896,"North Macedonia","(a) Imports","EUR m"
23474,"Poland","(a) Imports","EUR m"
24410,"Romania","(a) Imports","EUR m"
64697,"Russia","(a) Imports","EUR m"
65759,"Serbia","(a) Imports","EUR m"
69152,"Serbia and Montenegro","(a) Imports","EUR m"
27197,"Slovakia","(a) Imports","EUR m"
21486,"Slovenia","(a) Imports","EUR m"
85737,"Turkey","(a) Imports","EUR m"
67029,"Ukraine","(a) Imports","EUR m"
92927,"Belarus","(a) Imports","USD m"
73448,"Kazakhstan","(a) Imports","USD m"
92545,"Moldova","(a) Imports","USD m"
25028,"Russia","(a) Imports","USD m"
26223,"Ukraine","(a) Imports","USD m"
15697,"Albania","(a) Imports","NCU m (incl. 'euro fixed' series)"
22582,"Bosnia and Herzegovina","(a) Imports","NCU m (incl. 'euro fixed' series)"
16346,"Bulgaria","(a) Imports","NCU m (incl. 'euro fixed' series)"
20571,"Croatia","(a) Imports","NCU m (incl. 'euro fixed' series)"
17275,"Czechia","(a) Imports","NCU m (incl. 'euro fixed' series)"
